Train data		Average Speed 			Average Speed
			With trailing and leading zeros	Without them
21_09			1.2799				1.3835				
12_09			1.0621				1.1696
1_22_09			0.9470				1.0533
2_22_09			0.7820				1.0286
3_22_09			0.8355				0.9723
1_26_09			0.6678				0.8052
2_26_09			1.0413				1.3614
3_26_09			1.2393				1.6124
4_26_09			1.1264				1.1832
5_26_09			0.6475				0.8982
6_26_09			1.2117				1.4316

